Measure:volume	Left-Lateral-Ventricle	Left-Inf-Lat-Vent	Left-Cerebellum-White-Matter	Left-Cerebellum-Cortex	Left-Thalamus	Left-Caudate	Left-Putamen	Left-Pallidum	3rd-Ventricle	4th-Ventricle	Brain-Stem	Left-Hippocampus	Left-Amygdala	CSF	Left-Accumbens-area	Left-VentralDC	Left-vessel	Left-choroid-plexus	Right-Lateral-Ventricle	Right-Inf-Lat-Vent	Right-Cerebellum-White-Matter	Right-Cerebellum-Cortex	Right-Thalamus	Right-Caudate	Right-Putamen	Right-Pallidum	Right-Hippocampus	Right-Amygdala	Right-Accumbens-area	Right-VentralDC	Right-vessel	Right-choroid-plexus	5th-Ventricle	WM-hypointensities	Left-WM-hypointensities	Right-WM-hypointensities	non-WM-hypointensities	Left-non-WM-hypointensities	Right-non-WM-hypointensities	Optic-Chiasm	CC_Posterior	CC_Mid_Posterior	CC_Central	CC_Mid_Anterior	CC_Anterior	BrainSegVol	BrainSegVolNotVent	BrainSegVolNotVentSurf	lhCortexVol	rhCortexVol	CortexVol	lhCerebralWhiteMatterVol	rhCerebralWhiteMatterVol	CerebralWhiteMatterVol	SubCortGrayVol	TotalGrayVol	SupraTentorialVol	SupraTentorialVolNotVent	SupraTentorialVolNotVentVox	MaskVol	BrainSegVol-to-eTIV	MaskVol-to-eTIV	lhSurfaceHoles	rhSurfaceHoles	SurfaceHoles	EstimatedTotalIntraCranialVol
sub-038_T1w	4965.7	232.5	14041.4	54951.8	7001.6	3728.5	5162.8	2077.3	885.6	1373.1	18067.2	4085.0	1591.4	933.9	420.5	3620.0	36.3	307.7	5356.2	343.7	13487.0	54195.4	6780.7	3670.3	5372.9	1916.6	4365.2	1853.9	637.5	3689.8	13.9	441.0	0.0	728.2	0.0	0.0	0.0	0.0	0.0	132.3	888.0	515.3	564.7	531.1	789.1	1025281.0	1011164.0	1010797.72091	223466.103642	220112.75229	443578.855932	186793.906732	186254.958246	373048.864978	57076.0	611252.855932	888262.72091	877232.72091	873972.0	1353678.0	0.792423	1.046236	20.0	15.0	35.0	1293854.93251
sub-039_T1w	10412.8	151.0	16360.3	61665.4	7692.8	4501.6	5522.1	2162.3	1070.6	3467.7	19699.1	3818.7	1729.8	1136.9	533.4	4021.8	39.5	433.3	7718.6	134.5	15268.2	66343.6	7614.5	4539.1	5580.6	1991.6	3973.1	1792.5	626.9	3942.1	24.9	362.2	0.0	662.7	0.0	0.0	0.0	0.0	0.0	131.8	1014.8	682.4	468.4	480.8	1019.3	1230344.0	1206333.0	1205702.09044	267446.79455	268635.415027	536082.209576	224595.368524	221944.512343	446539.880867	61677.0	728133.209576	1067925.09044	1049400.09044	1044823.0	1611837.0	0.786849	1.030827	18.0	25.0	43.0	1563635.10185
sub-040_T1w	9564.6	146.7	17083.8	63374.5	7841.3	3780.5	5797.9	2219.3	1086.0	2197.9	23526.2	4615.5	1908.0	1098.0	620.2	4976.6	7.8	436.2	8502.1	268.0	17051.4	65019.0	8123.9	3858.9	5622.1	1945.9	4953.6	2005.4	663.2	4629.2	8.8	412.9	0.0	1153.6	0.0	0.0	0.0	0.0	0.0	164.4	1030.7	557.7	544.1	471.0	1002.6	1322431.0	1299465.0	1298935.24724	270517.445996	269289.421442	539806.867438	264678.0793	265803.300498	530481.379798	65351.0	735238.867438	1158060.24724	1139278.24724	1136024.0	1736904.0	0.786184	1.032588	15.0	14.0	29.0	1682088.40236
sub-041_T1w	4609.5	192.5	17305.8	67373.3	7888.2	3569.4	5214.8	2073.2	1097.8	2349.0	22209.4	5047.7	1932.9	804.0	516.2	4560.5	17.4	310.2	7208.9	163.2	15916.8	67490.7	7861.3	3604.1	5202.8	2096.4	5091.2	2028.5	593.0	4487.3	22.1	459.9	0.0	1213.5	0.0	0.0	0.0	0.0	0.0	68.2	835.3	512.4	670.1	609.4	732.2	1301918.0	1285697.0	1285299.08344	279119.074261	277828.403446	556947.477706	249563.225552	246429.380185	495992.605737	63022.0	756874.477706	1132813.08344	1120658.08344	1116300.0	1654238.0	0.836873	1.063344	32.0	22.0	54.0	1555693.65613
sub-042_T1w	10458.1	340.3	15152.7	65613.6	8866.1	3877.8	5007.4	2061.6	1070.9	2498.6	23081.3	4689.0	1891.2	905.9	656.7	4469.3	96.2	468.9	5500.5	508.2	14829.0	66531.7	8301.8	3868.8	5437.8	2026.6	5105.9	1899.7	839.6	4420.6	33.5	374.0	0.0	783.4	0.0	0.0	0.0	0.0	0.0	193.6	1203.3	674.1	681.0	583.8	1290.2	1363281.0	1341976.0	1341674.08561	299588.240579	301642.552474	601230.793054	256143.992959	257657.2996	513801.292559	64534.0	799076.793054	1200068.08561	1183113.08561	1179776.0	1735904.0	0.823845	1.049025	31.0	24.0	55.0	1654778.84701
sub-043_T1w	5112.8	309.0	14688.3	60479.4	8767.2	3540.3	4763.1	1877.7	1031.6	1640.2	21329.4	4020.8	1891.5	1003.3	448.9	4016.7	48.6	363.2	3976.3	157.1	15062.6	63112.6	8587.7	3476.9	5093.5	1882.7	4589.3	1852.8	574.3	4033.2	45.6	358.1	0.0	875.0	0.0	0.0	0.0	0.0	0.0	112.7	1031.8	675.5	890.3	890.1	925.6	1243679.0	1230476.0	1230627.73439	262230.658617	265295.66959	527526.328207	243479.308842	245132.097343	488611.406185	60587.0	713293.328207	1089934.73439	1080334.73439	1076503.0	1663623.0	0.806251	1.078492	28.0	26.0	54.0	1542545.43646
sub-044_T1w	5088.7	388.2	16502.2	71011.6	8077.9	3604.0	5087.4	2113.8	1076.4	1936.2	21730.0	4488.3	2030.2	1181.1	551.0	4678.4	0.0	249.9	5610.2	315.9	16649.6	70962.0	8163.3	3781.8	5114.5	1920.2	4370.3	1962.1	610.2	4559.3	25.4	366.1	0.0	997.5	0.0	0.0	0.0	0.0	0.0	155.1	1220.9	537.9	714.1	747.9	873.3	1284149.0	1268691.0	1268654.07454	272156.576744	269406.93681	541563.513553	244878.102175	244674.458812	489552.560986	62319.0	747110.513553	1108442.07454	1097060.07454	1093368.0	1698236.0	0.856372	1.132518	27.0	11.0	38.0	1499521.89492
sub-045_T1w	3988.6	278.8	17985.9	64900.3	8342.5	3349.3	4930.5	2143.8	819.2	1568.8	22603.5	4836.5	1924.1	855.0	497.8	4639.9	33.1	285.7	6648.4	188.1	16136.2	68292.4	7804.4	3433.7	4900.9	2084.6	4391.6	1788.3	630.3	4273.5	10.4	422.2	0.0	804.7	0.0	0.0	0.0	0.0	0.0	113.9	1033.8	514.8	614.7	681.0	809.7	1231601.0	1217367.0	1217261.96117	252054.782183	252320.004104	504374.786288	240988.67195	242484.50293	483473.174881	61298.0	700843.786288	1063600.96117	1052473.96117	1049160.0	1660215.0	0.809365	1.091035	23.0	28.0	51.0	1521688.29837
sub-046_T1w	9831.2	198.9	19120.0	73822.4	10262.0	4742.5	5988.4	2452.1	1103.3	2350.0	27249.7	5092.1	2446.3	1120.3	787.9	5310.8	19.4	589.5	10625.1	333.3	19175.9	77482.6	10045.2	4833.3	6273.1	2323.8	5565.4	2563.7	863.3	5552.9	26.3	742.0	0.0	959.8	0.0	0.0	0.0	0.0	0.0	125.7	1137.5	693.1	586.5	792.1	968.2	1569436.0	1543487.0	1543108.34602	328962.207416	333282.978826	662245.186242	304627.154151	308486.005627	613113.159778	76982.0	893089.186242	1379369.34602	1357851.34602	1352661.0	2017118.0	0.845843	1.08712	25.0	24.0	49.0	1855470.1602
sub-047_T1w	9758.2	273.3	15382.7	66981.4	8755.0	3839.2	5512.5	2180.9	1166.9	3709.1	23550.7	3689.4	2031.1	1007.0	793.0	4694.9	46.6	476.0	5360.0	265.1	14827.2	68417.2	8536.4	3890.9	5725.5	2085.7	4327.3	2284.7	734.2	4592.2	12.0	319.5	0.0	1211.4	0.0	0.0	0.0	0.0	0.0	211.3	1028.2	623.4	829.4	676.8	1077.2	1351403.0	1329977.0	1329757.40828	271784.229836	277652.56431	549436.794145	273782.028338	275577.585802	549359.61414	65330.0	751790.794145	1183602.40828	1167882.40828	1164177.0	1843950.0	0.796389	1.08665	31.0	22.0	53.0	1696912.74338
sub-048_T1w	7487.7	401.6	18080.3	67743.5	8066.9	3810.9	5235.2	2066.7	1124.6	1852.1	24975.3	4728.7	2092.1	1128.0	592.7	4418.7	42.3	681.1	8338.7	158.8	16733.6	68871.7	8082.8	3949.7	5121.8	1891.7	4736.6	2000.3	623.6	4316.2	20.6	630.4	0.0	675.5	0.0	0.0	0.0	0.0	0.0	175.9	851.9	516.3	474.0	467.1	963.1	1283205.0	1262207.0	1262076.31606	276810.034734	272755.581597	549565.616332	240413.906495	236657.793235	477071.69973	63181.0	751695.616332	1111213.31606	1094162.31606	1089806.0	1687341.0	0.789783	1.03852	28.0	19.0	47.0	1624755.45263
sub-049_T1w	8363.6	691.4	16247.7	67295.3	7566.4	4076.8	4972.8	2167.3	1197.4	1470.1	24392.8	4425.3	1767.3	1046.2	614.1	4808.6	23.8	424.4	10032.0	296.0	16903.5	69303.5	7932.0	4036.6	5081.0	1871.1	4387.3	1856.7	639.8	4625.2	26.5	516.1	0.0	618.3	0.0	0.0	0.0	0.0	0.0	156.6	1348.9	797.7	587.8	818.7	1075.8	1308580.0	1285222.0	1284449.89902	282177.640014	283230.651055	565408.291069	242511.858616	244193.749338	486705.607954	62239.0	765650.291069	1138700.89902	1118922.89902	1115045.0	1704719.0	0.824592	1.074217	24.0	23.0	47.0	1586941.43297
